90045	5714
90045	5715
90045	5716
90045	5717
90046	5723
90046	5724
90046	5725
90046	5726
90046	57288
90046	57289
90050	5742
90050	5743
90050	5744
90050	5745
90052	2693
90053	2697
90054	242
90057	506
90058	38598
90058	38599
90059	385
90062	53
90070	45
89938	35568
89939	355
89940	3554
89941	35569
89945	213
89949	376
89950	24491
89951	244
89957	67211
89961	374
89965	297
89966	247
89969	99440
89969	99470
89972	32
89974	501
89976	229
89977	59144
89979	5917
89980	591
89981	59133
89986	267
91835	2547
91848	234804
90441	678
90442	58212
90445	58261
90446	58241
90447	844
90448	848
90450	84
90451	681
90454	260
71073	8170
71073	8180
71073	8190
71075	601
71087	658
71087	659
71065	336
82992	3248
82993	3249
86693	24492
90419	9053
90420	993
90422	688
86695	994
86699	359
86700	35987
86704	3592
86706	251
86707	2519
86709	233
86717	356
86719	377
86720	968
87022	509
87024	353
87025	35386
87027	35387
87029	221
87031	34
87034	967
83083	380
83091	998
88948	57
88951	58
83002	1264
83005	5411
83008	43
83015	431
83016	973
83019	88031
83020	8802
83022	375
83027	1345
83029	357
83031	420
83033	20
83038	995
83051	962
83054	965
83056	230
83058	9221
83059	9242
83061	595
83062	5959
83063	48
83066	974
83068	966
83075	963
83077	662
83772	975
83773	673
83776	254
87221	1268
87222	1242
87223	1246
87224	1441
87226	1767
87227	372
87229	1473
87230	1671
87231	1876
87234	1670
87235	1664
87236	59521
87237	1939
87240	4021
87242	7812
87243	1869
87244	1758
87245	1784
87246	1868
87247	1649
87248	1907
87249	1808
87250	1284
87251	1340
86725	378
94801	6222
94802	62251
94808	6261
94809	62341
82994	6012
82994	60142
82994	6017
83007	6128
83007	6129
83012	43711
83012	43730
83012	43740
83013	43650
83021	880821
83035	33650
83035	3366
83035	33698
83035	33699
83036	33607
83036	33608
83036	33630
83036	33631
83036	33632
83036	33633
83036	3367
83036	3368
83037	33603
83037	336065
83037	336066
83037	336067
83037	336068
83037	336069
83037	33609
83037	3361
83037	3362
83037	33634
83037	33635
83040	49155
97691	25889
97693	97798
97694	5999
97695	5997
97696	3120
97701	687366
97701	68768
97702	6877
97702	6878
97702	68791
97702	68792
97702	68793
97702	68794
97702	68795
97702	68796
97702	68797
97703	649
97707	6427
97708	6421
97710	5055
97710	5057
97710	5058
97711	5059
97716	2279
97717	6832
97717	6835
97717	6836
97717	6837
97717	6838
97717	6839
97724	9251
97729	68077
97730	50765
97730	50766
97730	50767
97730	50768
97730	50769
97731	5078
97731	50799
97732	675644
97732	67568
97732	67569
97738	632
97740	48600
97740	48602
97740	48604
97740	48606
97740	48608
97740	48660
97740	48692
97740	48694
97740	48696
97740	48698
97742	4832
97743	35121
97744	351291
97746	35122
97747	2626
97756	79
97763	2399
97766	88233
97767	88234
97769	88232
97781	4212
97783	67770
97783	67771
97783	67772
97783	67778
97783	67794
97783	67795
97783	67796
97783	67797
97784	6777
97325	35438
97325	35439
97325	3544
97325	3546
97326	35482
97326	35483
97326	35484
97326	35485
97326	35486
97326	35487
97326	35488
97326	35489
97326	3549
97328	97222
97328	97242
97329	187635
97329	187636
97329	187637
97329	187638
97329	187639
97329	187641
97329	187642
97329	187643
97329	187644
97329	187645
97329	187646
97329	187647
97329	187648
97273	9053383
97273	9053384
97273	9053386
97273	9053387
97275	380692
97276	22460
97277	85217
97277	8526
97277	8529
97278	4074
97278	4075
97279	46675
97279	467350
97279	467351
97279	467352
97279	467353
97279	467354
97279	46763
97280	25677
97280	25678
97282	474
97282	479
97283	474833
97283	474834
97283	474837
97283	47942
97284	4670
97284	4676
97285	1250
97285	1604
97285	1778
97286	1226
97286	1289
97286	1519
97286	1613
97286	1647
97286	1705
97286	1807
97286	1905
97287	1306
97288	1438
97288	1450
97288	1514
97288	1819
97289	1506
97290	1600
97291	1709
97292	1902
97293	99595
97293	99598
97293	99599
97295	49159
97295	49179
97297	49151
97297	49160
97297	49170
97297	49171
97297	49175
97299	7495
97299	7499
97301	9742
97301	9745
97303	234802
97303	234808
97306	124624
97306	124625
97306	124645
97306	124652
97307	38761
97307	38762
97308	55117
97308	55118
97308	55119
97308	55127
97308	55128
97308	55129
97308	55137
97308	55138
97308	55139
97308	55147
97308	55148
97308	55149
97308	55157
97308	55158
97308	55159
97308	55167
97308	55168
97308	55169
97308	55177
97308	55178
97308	55179
97308	55187
97308	55188
97308	55189
97308	55197
97308	55198
97308	55199
97308	55217
97308	55218
97308	55219
97308	55227
97308	55228
97308	55229
97308	55247
97308	55248
97308	55249
97308	55277
97308	55278
97308	55279
97308	55287
97308	55288
97308	55289
97308	55317
97308	55318
97308	55319
97308	55327
97308	55328
97308	55329
97308	55337
97308	55338
97308	55339
97308	55347
97308	55348
97308	55349
97308	55357
97308	55358
97308	55359
97308	55377
97308	55378
97308	55379
97308	55387
97308	55388
97308	55389
97308	55417
97308	55418
97308	55419
97308	55427
97308	55428
97308	55429
97308	55437
97308	55438
97308	55439
97308	55447
97308	55448
97308	55449
97308	55457
97308	55458
97308	55459
97308	55467
97308	55468
97308	55469
97308	55477
97308	55478
97308	55479
97308	55487
97308	55488
97308	55489
97785	6778
97785	6779
97793	25215
97793	25216
97793	25218
97793	25234
97793	25239
97793	25243
97601	24529
97602	24566
97602	2457
97602	24587
97602	2459
97603	22465
97614	354649
97637	96473
97648	22503
97649	22505
97649	22506
97650	22507
97650	22508
97650	22509
97653	8150
97654	8152
97655	8198
97661	6860
97661	68630
97661	6867
97661	6869
97663	9965
97664	85621
97666	2668
97667	23103
97667	231226
97667	231227
97667	231228
97667	231229
97667	23128
97667	23133
97667	23138
97667	23139
97669	38951
97669	3897
97672	3567117
97308	55497
97308	55498
97308	55499
97308	55517
97308	55518
97308	55519
97308	55537
97308	55538
97308	55539
97308	55547
97308	55548
97308	55549
97308	55557
97308	55558
97308	55559
97308	55617
97308	55618
97308	55619
97308	55627
97308	55628
97308	55629
97308	55637
97308	55638
97308	55639
97308	55647
97308	55648
97308	55649
97308	55657
97308	55658
97308	55659
97308	55667
97308	55668
97308	55669
97308	55677
97308	55678
97308	55679
97308	55687
97308	55688
97308	55689
97308	55697
97308	55698
97308	55699
97308	55717
97308	55718
97308	55719
97308	55737
97308	55738
97308	55739
97308	55747
97308	55748
97308	55749
97308	55757
97239	61
97243	1684
97246	38068
97247	35385
97248	3763
97248	3764
97248	3766
97249	1264235
97249	1264476
97249	1264536
97249	1264537
97249	1264538
97249	1264539
97249	1264729
97249	1264772
97250	29756
97250	29759
97250	29796
97250	29799
97252	38730
97252	38731
97252	38732
97252	38734
97252	38735
97252	38736
97252	38737
97252	38738
97252	38739
97252	38749
97252	3875
97252	38770
97252	3879
97253	68260
97253	68261
97253	68264
97253	68265
97254	682
97255	246
97256	99555
97256	99577
97256	99593
97259	972
97261	26133
97264	9607
97265	37377
97266	26460
97266	26481
97266	26485
97267	599951
97267	599952
97267	599954
97267	599956
97267	59996
97268	31610
97268	31612
97268	31613
97268	31620
97268	31622
97268	31623
97268	31630
97268	31651
97268	31653
97268	31657
97268	31665
97269	4072
97269	4073
97674	692235
97674	692455
97674	692625
97675	69192
97675	69193
97675	69195
97675	69197
97678	37321
97680	97695
97680	97699
97682	97611
97542	6707
97551	202
97555	2917
97556	29117
97560	29821
97560	29822
97560	29823
97560	29824
97560	29825
97560	29826
97560	29827
97560	29828
97560	29829
97561	29871
97561	29872
97561	29873
97561	29874
97561	29875
97561	29876
97561	29877
97561	29878
97561	29879
97562	29891
97562	29892
97562	29893
97562	29894
97562	29895
97562	29896
97562	29897
97562	29898
97562	29899
97563	5005
97563	5006
97570	331
97572	33638
97574	59421
97574	59423
97574	59426
97574	59440
97574	59441
97575	68920
97575	68921
97575	68923
97575	68924
97575	68925
97575	68926
97575	68927
97575	6897
97578	24106
97580	24105
97581	22088
97584	49211
97585	4969
97594	2992
97595	2994
97596	29949
97596	2995
97597	5903
97597	59049
97597	5905
97597	5907
97270	381
97271	1784526
97271	1784527
97271	1784528
97271	1784529
97271	1784530
97271	1784531
97271	1784532
97271	1784533
97271	1784593
97271	1784784
97272	1868420
97272	1868421
97272	186846
97272	186847
97272	186848
97272	186849
97272	1868620
97272	1868678
97272	186868
94629	6138
94629	6139
94630	61401
94630	61402
94630	61403
94630	61411
94630	61412
94630	61413
94651	37525
94655	5016
94666	26771
94667	26772
94679	5521
97537	1829727
97537	1829754
97537	1829770
97537	1829779
97537	1829787
97537	1829797
97537	1829801
97537	1829804
97537	1829808
97537	1829820
97537	1829845
97537	1829846
97537	1829847
97537	1829848
97537	1829850
97537	1829851
97537	1829855
97537	1829858
97537	1829859
97537	1829860
97537	1829861
97537	1829863
97537	1829864
97537	1829865
97537	1829866
97537	1829868
97537	1829875
97537	1829876
97537	1829877
97537	1829878
97537	1829880
97537	1829881
97537	1829882
97537	1829883
97537	1829884
97537	1829885
97537	1829886
97537	1829889
97537	1829890
97537	1829891
97537	1829898
97537	1829901
97537	1829902
97537	1829903
97537	1829904
97537	1829905
97537	1829906
97537	1829907
97537	1829908
97537	1829909
97537	1829910
97537	1829912
97537	1829913
97537	1829914
97537	1829915
97537	1829916
97537	1829917
97537	1829918
97537	1829919
97537	1829920
97537	1829921
97537	1829922
97537	1829923
97537	1829924
97537	1829929
97537	1829939
97537	1829970
97537	1829979
94588	26095
94589	26096
94595	43660
94599	99450
94614	2316
94618	23480
94513	94112
94514	94114
94515	94115
94536	4178
94536	4186078
97502	85512
97502	85592
97504	85594
97505	85591
97507	85515
97507	85516
97508	85511
97512	8610
97516	2698
97517	2699
97518	6825
97518	6826
97518	6827
97519	3851
97523	24399
97527	24380
97530	24381
97535	25321
97536	1809215
97536	1809216
97536	1809217
97536	1809218
97536	1809219
97536	1809302
97536	1809303
97536	1809304
97536	1809305
97536	1809306
97536	1809307
97536	1809308
97536	1809309
97536	1809315
97536	1809316
97536	1809317
97536	1809318
97536	1809319
97536	1809401
97536	1809402
97536	1809403
97536	1809404
97536	1809405
97536	1809407
97536	1809408
97536	1809409
97536	1809410
97536	1809413
97536	1809415
97536	1809416
97536	1809417
97536	1809418
97536	1809419
97536	1809420
97536	1809421
97536	1809423
97536	180944
97536	1809614
97536	1809617
97536	1809619
97536	1809709
97536	1809716
97536	1809717
97536	1809718
97536	1809719
97536	1809777
97536	1809818
97536	1809997
97536	1809998
97536	1829303
97536	1829304
97536	1829415
97536	1829422
97536	1829430
97536	1829440
97536	1829441
97536	1829442
97536	1829443
97536	1829444
97536	1829445
97536	1829446
97536	1829449
97536	1829777
97536	1829818
97537	1809601
97537	1809602
97537	1809603
97537	1809605
97537	1809607
97537	1809608
97537	1809609
97537	1809610
97537	1809613
97537	1809627
97537	1809654
97537	1809657
97537	1809660
97537	1809702
97537	1809703
97537	1809704
97537	1809705
97537	1809706
97537	1809708
97537	1809711
97537	1809712
97537	1809713
97537	1809714
97537	1809715
97537	1809779
97537	1809780
97537	1809781
97537	1809801
97537	1809802
97537	1809803
97537	1809804
97537	1809805
97537	1809815
97537	1809816
97537	1809817
97537	1809819
97537	1809820
97537	1809845
97537	1809846
97537	1809847
97537	1809848
97537	1809849
97537	1809850
97537	1809851
97537	1809852
97537	1809853
97537	1809854
97537	1809855
97537	1809856
97537	1809857
97537	1809858
97537	18098597
97537	18098598
97537	180985990
97537	180985991
97537	180985992
97537	180985993
97537	180985994
97537	180985995
97537	180985997
97537	180986
97537	1809873
97537	1809875
97537	1809876
97537	1809877
97537	1809878
97537	1809879
97537	1809880
97537	1809881
97537	1809882
97537	1809883
97537	1809884
97537	1809885
97537	1809886
97537	1809889
97537	1809890
97537	1809899
97537	1809901
97537	1809902
97537	1809903
97537	1809904
97537	1809905
97537	1809906
97537	1809907
97537	1809909
97537	1809910
97537	1809912
97537	1809913
97537	1809914
97537	1809915
97537	1809916
97537	1809917
97537	1809918
97537	1809919
97537	1809923
97537	1809924
97537	1809931
97537	1809935
97537	1809949
97537	1809958
97537	1809961
97537	1809962
97537	1809963
97537	1809964
97537	1809965
97537	1809966
97537	1809967
94436	599550
94436	599551
94436	599552
94436	599557
97537	1809968
97537	1809969
97537	1809972
97537	1809973
97537	1809974
97537	1809975
97537	1809977
97537	1809978
97537	1809979
97537	1809980
97537	1809981
97537	1809982
97537	1809983
97537	1809984
97537	1809986
97537	1809988
97537	1809989
97537	1809991
97537	1809993
97537	1809994
97537	1809995
97537	1809996
97537	1829204
97537	1829221
97537	1829299
97537	1829305
97537	1829308
97537	1829333
97537	1829375
97537	1829379
97537	1829399
97537	1829401
97537	1829404
97537	1829410
97537	1829447
97537	1829448
97537	1829450
97537	1829601
97537	1829602
97537	1829603
97537	1829610
97537	1829633
97537	1829644
97537	1829660
97537	1829686
97537	1829696
97537	1829697
97537	1829707
97537	1829717
97468	3749
97478	322
97480	22990
97483	97517
97485	59171
97485	59172
97485	59173
97487	59170
97488	5919
97489	59177
97490	3876
97491	38733
97492	5561
94889	37744
94889	37747
94919	507
94939	4822
94942	262
94945	407
94946	40
94956	7
94971	252
94985	508
94507	3491
94394	2665
94395	2666
94396	21891
97405	63905
97405	63906
97405	63915
97405	63916
97405	63917
97405	63927
97426	4476
97429	4531
97431	1268464
97431	1268764
97436	57315
97437	5936
97438	8705
97442	870
97445	23025
97445	230875
97445	230876
97445	230877
97445	23091
97445	23094
97448	599554
97450	25575
97451	25577
97455	6723
94988	249
95011	8869
95017	992
95036	44
95050	1
94410	35679
94421	3774
94422	3776
94353	23320
94354	23324
97388	35466
97388	35467
97388	35468
97388	35469
97389	87076
97393	97252
94785	881
94788	30
94792	504
94793	852
94803	628
94804	62859
94817	8703
94831	8706
94838	9647
94627	549
94665	387
94681	55
94689	569
94690	56
94699	573
94717	243
94369	989
97400	50560
97400	50561
97400	50562
97400	50563
97400	50566
94754	503
94545	2169
94563	447500
94563	447501
94563	447502
94563	447503
94312	57631
94312	57632
94312	57633
94315	5063
94315	5068
94583	58416
94592	22464
94598	99412
94612	231
94300	237
94334	1809
94334	1829
95057	99897
95063	8498
87237	1787
94257	38763
94258	38765
94407	26132
94459	63922
94459	63923
94508	346
94514	94214
94514	94234
94514	94244
94514	94254
94514	94264
94514	94274
94514	94314
94514	94324
94514	94334
94514	94344
94514	94354
94514	94364
94514	94374
94514	94384
94514	94414
94514	94454
94514	94474
94514	94514
94514	94524
94514	94544
94514	94554
94514	94574
94514	94634
94514	94654
94514	94664
94514	94674
94514	94814
94514	94914
90339	38129
90339	38138
90339	38139
90444	58414
90455	263
91824	5043
94231	234
94980	9472
94981	9471
94982	9478
94984	50855
94995	468
95024	2162
94154	614
94165	4674
94171	43676
94175	2010
94176	2012
94194	39310
95600	2206
95644	85630
95667	22797
95643	996
95644	85620
95653	37379
95655	959
95667	22796
95690	822
95691	94
95701	90
94943	4076
94944	4078
94198	38067
94198	38096
94198	38097
94235	90224
90326	3516691
90326	35191
90350	421905
90350	421906
90350	421907
90350	421908
90350	421915
90350	421917
90374	34600
90374	34607
90374	34610
90374	34617
90374	34627
90374	34634
90374	34637
90374	34647
90374	34661
90374	34663
90374	34664
90374	34666
90374	34667
90374	34687
90374	34697
90378	1758712
90378	1758713
90378	1758714
90378	1758715
90378	1758716
90378	1758717
90378	1758718
90378	1758719
90378	1758720
90378	1758721
90386	46252
90386	467015
90386	467016
90386	46704
90386	46707
90386	46762
90386	467655
90386	467656
90386	467657
90386	467658
90386	467659
90386	4676695
90386	4676696
90386	4676697
90386	4676698
90386	4676699
90386	467672673
90389	46674
90389	467011
90389	467014
90389	4670196
90389	4670197
90389	4670198
90389	4670199
90389	46708
90389	46709
90389	467310
90389	467314
90389	467315
90389	467320
90389	467323
90389	467324
90389	467325
90389	467326
90389	467328
90389	46733
90389	467340
90389	467341
90389	467342
90389	467343
90389	467344
90389	467385
90389	467388
90389	467685
90389	467686
90389	467687
90389	467688
90389	467689
83062	595769
83062	595871
83062	595873
89406	598881
89406	598882
89927	5096
90046	57850
90046	57851
90053	26960
90053	26961
90053	26962
90053	26963
90053	26964
90283	31634
90307	507218
90307	507219
90307	5075
90310	5073
94312	57635
94410	35672
94421	3777
94421	37797
94421	37798
94491	38664
94513	94212
94513	94232
94513	94242
94513	94252
94513	94262
94513	94272
94513	94312
94513	94322
94513	94332
94513	94342
94513	94352
94513	94362
94513	94372
94513	94382
94513	94412
94513	94452
94513	94472
94513	94512
94513	94522
94513	94542
94513	94552
94513	94572
94513	94632
94513	94652
94513	94662
94513	94672
94513	94812
94513	94912
94515	94215
94515	94235
94515	94245
94515	94255
94515	94265
94515	94275
94515	94315
94515	94325
94515	94335
94515	94345
97363	467018
97363	4670190
97363	4670191
97363	46702
97363	46703
97363	46705
97363	46706
97363	46730
97363	467311
97363	467316
97363	467318
97363	467319
97363	467327
97363	467329
97363	467380
97363	467381
97363	467382
97363	467383
97363	467384
97363	467610
97363	467611
97363	467612
97363	467613
97363	467614
97363	467680
97363	467681
97363	467682
97363	467683
97363	467684
97364	4186079
97368	58412
97368	58417
97369	58415
97369	58418
97370	1767225
97370	1767235
97370	1767245
97370	1767265
97370	1767275
97370	1767276
97370	1767277
97371	62811
97371	62812
97371	62813
97371	62852
97371	62853
97372	62815
97372	62816
97372	62855
97372	62856
97373	61400
97373	61407
97373	61408
97373	61409
97373	61417
97373	61418
97373	61419
97373	61427
97373	61438
97373	61439
97374	61404
97374	61405
97374	61410
97374	61414
97374	61415
97374	61416
97375	14413
97375	144150
97375	144151
97375	144152
97375	144153
97375	144159
97375	14417
97376	23898
97376	23899
95709	44845
95711	6784
95711	67850
95711	67851
95711	67859
82991	3247
83074	24992
88946	86
89988	5531
90307	5076
90339	38128
95561	9370
95562	9379
95573	54
95575	99455
94846	97257
94883	607
94515	94355
94515	94365
94515	94375
94515	94385
94515	94415
94515	94455
94515	94475
94515	94515
94515	94525
94515	94545
94515	94555
94515	94575
94515	94635
94515	94655
94515	94665
94515	94675
94515	94815
94515	94915
94630	61421
94630	61422
94630	61423
94630	61431
94804	62817
94804	62818
94804	62819
94889	37745
83060	923
83082	447772
83082	447773
83082	447779
83082	447790
83082	447791
83082	447792
83082	447794
83082	447800
83082	447805
83082	447807
83082	447811
83082	447812
83082	447813
83082	447814
83082	447815
83082	447816
83082	447817
83082	447837
83082	447854
83082	447855
83082	447866
83082	447870
83082	447875
83082	447890
83082	447891
83082	447896
83082	447929
83082	447964
83082	447965
83082	447966
83082	447967
83082	447968
83082	447969
83082	447970
83082	447971
83082	447972
83082	447973
83082	447974
83082	447975
83082	447976
83082	447977
83082	447980
83082	447989
83084	38044
86701	35989
86703	35988
86714	9821
87232	6013
87232	60148
87232	6019
87233	60143
87233	60146
87233	6016
89385	234805
89385	234807
89387	23490
89397	90242
89400	90232
89909	38050
89909	38066
89909	38095
89909	38099
90008	2377
90009	2379
90060	38591
90060	38592
90072	4529
90072	4530
90072	4551
90072	456099
90072	4561
90073	452395
90073	4528
90104	35840
90104	35842
90128	1473414
90128	1473415
90128	1473416
90128	1473417
90128	1473418
90128	1473419
90128	1473420
90237	35692
90237	35694
90237	35699
90279	31616
90279	31617
90279	31619
90279	31626
90279	31633
90279	31644
90279	31645
90279	31647
90279	31649
90282	31636
90282	31640
90284	31611
90284	31615
90284	31621
90284	31625
90284	31627
90284	31629
90284	31646
90284	31650
90284	31652
90284	31654
90284	31655
90294	22793
97329	187657
97329	187658
97329	1876618
97329	1876619
97329	1876648
97329	1876649
97329	187684
97329	187685
97329	187686
97329	187687
97329	187688
97329	187689
97330	187632
97330	187633
97330	187634
97330	187653
97330	187654
97330	187677
97330	187681
97330	187682
97330	187683
97336	38975
97336	38976
97337	38970
97337	38971
97338	26130
97341	2692
97341	26965
97341	26966
97341	26967
97341	26968
97341	26969
97342	5993181
97342	5993184
97342	5993185
97342	5993186
97342	5994161
97342	5994165
97342	5994166
97342	5994167
97342	5994168
97342	599580
97342	599581
97342	599586
97343	599520
97343	599521
97343	599522
97343	599523
97343	599524
97343	599526
97343	599527
97343	599555
97343	599556
97343	599558
97343	599559
97344	50545
97344	50567
97344	50568
97344	50580
97344	50581
97344	50586
97344	50587
97344	50588
97344	50589
97348	351609
97348	351669
97348	3519
97353	23276
97356	2772
97356	2776
97356	2779
97356	2782
97357	2773
97357	2778
97357	2783
97360	1869556
97360	1869557
97360	1869558
97360	1869565
97360	1869566
97360	1869567
97360	1869662
97360	1869663
97360	1869664
97360	1869665
97360	1869666
97360	1869667
97360	1869668
95576	97339
95578	880
95585	855
95588	1867
95594	38597
95595	2538
95600	2207
95608	62
95625	81
94763	2985
90316	63909
90316	63910
90316	63912
90316	63918
90316	63919
90316	63920
90316	63921
90316	63928
90316	63929
90316	6398
90323	3516093
90323	3516693
90323	35193
90325	3516096
90325	3516696
90325	35196
90326	3516091
97802	2711
97811	34605
97811	34615
97811	34625
97811	34635
97811	34645
97811	34651
97811	34652
97811	34653
97811	34654
97811	34655
97811	34656
97811	34657
97811	34658
97811	34665
97811	34675
97811	34685
97811	34691
97811	34692
97811	34695
97813	34606
97813	34608
97813	34609
97813	34616
97813	34618
97813	34619
97813	34620
97813	34626
97813	34628
97813	34629
97813	34630
97813	34636
97813	34638
97813	34639
97813	34646
97813	34648
97813	34649
97813	34660
97813	34669
97813	34676
97813	34679
97813	34680
97813	34686
97813	34689
97813	34690
97813	34696
97813	34699
97814	34622
97817	5971
97817	5977
97817	5978
97818	59789
97819	5979
97820	59785
97820	59786
97820	59787
97820	59788
97826	417730
97826	417731
97826	4177357
97833	886910
97833	886911
97833	886912
97833	886919
97833	886921
97833	886928
97833	886932
97833	886933
97833	886937
97833	886988
97839	8862
97842	9923
97843	992927
97843	99293
97843	99294
97844	9929
97845	25522
97851	6905
97851	6906
97851	6907
97851	6908
97852	6761
97852	67646
97852	67647
97852	67648
97852	67649
97852	67653
97852	67654
97852	67655
97852	67656
97852	67657
97852	67658
97852	67659
97852	67663
97852	67664
97852	67665
97852	67666
97852	67667
97852	67668
97852	67669
97852	67675
97852	67676
97852	67677
97852	67678
97852	67687
97852	67688
97852	67689
97852	6769
97855	993122
97856	16492
97856	16493
97856	1649444
97856	1649445
97856	1649446
97859	2567
97864	441534
97865	4477977
97865	4477978
97865	4477979
97866	4420
97869	38056
97870	38062
97872	38057
97876	4455
97876	4456
97877	59852
97878	59842
97879	59872
97880	59873
97881	1800
97881	1866
97881	1877
97881	1888
97882	9986
97882	9987
97883	6788
97886	96771
97890	38166
97360	1869669
97360	1869762
97360	1869763
97360	1869764
97360	1869765
97361	1758284
97361	1758285
97361	1758286
97361	1758287
97361	1758384
97361	1758460
97361	1758461
97361	1758484
97361	1758485
97361	1758486
97361	1758487
97361	1758488
97361	1758489
97361	1758518
97361	1758519
97361	1758520
97361	1758584
97362	1784386
97362	1784430
97362	1784431
97362	1784432
97362	1784433
97362	1784434
97362	1784438
97362	1784454
97362	1784455
97362	17844902
97362	17844903
97362	17844904
97362	17844905
97362	17844906
97362	17844907
97362	17844908
97362	1784492
97362	1784493
97362	1784494
97362	1784495
97363	46376
97363	46518
97363	46519
97363	46673
97363	467010
97363	467012
97363	467013
97363	467017
97308	55758
97308	55759
97308	55777
97308	55778
97308	55779
97308	55789
97308	55797
97308	55798
97308	55799
97308	55817
97308	55818
97308	55819
97308	55827
97308	55828
97308	55829
97308	55837
97308	55838
97308	55839
97308	55847
97308	55848
97308	55849
97308	55857
97308	55858
97308	55859
97308	55867
97308	55868
97308	55869
97308	55877
97308	55878
97308	55879
97308	55887
97308	55888
97308	55889
97308	55897
97308	55898
97308	55899
97308	55917
97308	55918
97308	55919
97308	55927
97308	55928
97308	55929
97308	55937
97308	55938
97308	55939
97308	55947
97308	55948
97308	55949
97308	55957
97308	55958
97308	55959
97308	55967
97308	55968
97308	55969
97308	55977
97308	55978
97308	55979
97308	55987
97308	55988
97308	55989
97308	55997
97308	55998
97308	55999
97310	1204
97311	1403
97311	1780
97312	1416
97313	1418
97316	1345916
97316	1345917
97316	1345919
97316	1345924
97316	1345925
97316	1345926
97316	1345927
97316	1345928
97316	1345929
97316	1345938
97316	1345939
97317	57310
97317	57311
97317	57312
97317	57313
97317	57314
97317	57320
97317	57321
97318	57300
97318	57301
97318	57304
97320	59385
97320	59386
97320	59388
97320	59391
97320	59393
97320	59394
97320	59397
71082	92
71084	63
136287	977980
136288	9475
89386	234813
97303	234812
153391	23323
153392	23328
97358	2774
97358	2784
148782	23326
148765	359179
148764	25475
148766	43681
148766	43699
148767	420601
148767	420602
148767	420606
148767	420607
148767	42072
148767	420961
148767	420962
148768	420604
148768	420605
148768	42073
148768	42093
148768	420963
148768	420964
148768	420965
148769	38162
148769	38163
148769	38169
148771	88228
148772	88298
148773	88299
